product_id,product_name,brand_name,price_usd,primary_category,secondary_category,tertiary_category,sephora_exclusive,product_rating,loves_count,author_id,review_rating,is_recommended,helpfulness,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,year,month,day_name
P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.363,282865,5929152076,3.0,,,2015-12-01,"I like how this cleanser doesn’t leave my face feeling dry or tight afterwards, but for those with oily skin, maybe this cleanser is too mild for you. Also I’ve been breaking out a lot lately and this cleanser didn’t really help prevent more from appearing since I kept getting more and more each week. I want to love this product based on what everyone says, but if you have oily skin or acne prone then look for something else!","Good for regular skin, not acne prone",,,combination,,2015,12,Tuesday
P500121,SOS Intensive Redness Relief Serum,Tower 28 Beauty,34.0,Skincare,Treatments,Face Serums,0,4.19,21555,1366140741,4.0,1.0,1.0,2023-03-13,I have rosacea and I’ve been using this twice a day for over a month and my skin hasn’t gotten any better or worse. I do like the consistency of the serum and it wears well under makeup.,,lightMedium,brown,normal,black,2023,3,Monday
P458209,Daily Greens Oil-Free Gel Moisturizer with Moringa and Papaya,Farmacy,42.0,Skincare,Moisturizers,Moisturizers,0,4.061,72156,1314428585,4.0,1.0,1.0,2020-08-05,"I have oily skin and this moisturizer is great as my warm weather moisturizer. In the colder months the skin around my mouth and eyes tend to flake if the moisturizer isn’t moisturizing enough which I find will be the case with this moisturizer. This product is lightweight, doesn’t feel tacky/sticky, and provide just enough moisture... for the summer. But if you’re like me you won’t be able to use it for the colder months.I’m not a fan of the packaging. It’s made of glass and the top is narrower than the bottom so you’ll have to curl your finger to get the product  out from where the packaging gets wider.",,lightMedium,brown,oily,black,2020,8,Wednesday
P471226,Vinoperfect Instant Brightening Moisturizer with Niacinamide,Caudalie,65.0,Skincare,Moisturizers,Moisturizers,0,4.397,19036,2144213981,5.0,1.0,1.0,2021-06-13,This product is amazing! My skin is glowing. Even my husband comments on how great my skin looks. I have very sensitive skin and this product is gentle and does not irritate at all. I will definitely be purchasing another jar. I love Caudalie products and this is another winner in my opinion. Thank you for a product that delivers!,Awesome product that delivers!,light,hazel,dry,blonde,2021,6,Sunday
P475589,Ginzing Vitamin C Eye Cream to Brighten and Depuff,Origins,37.0,Skincare,Eye Care,Eye Creams & Treatments,0,4.457,35804,2458373368,5.0,1.0,,2021-09-25,"I have constant dark circles, and also suffer from melasma. I had been using both an eye cream and antioxidant serum in my eye area for both these issues, but then I found this product! It saves me a step, and I feel like it’s improved the look of my under eye area as well. The tint is pretty sheer, but I’ve been forgoing my usual undereye concealer recently thanks to this eye cream!",,fair,blue,oily,blonde,2021,9,Saturday
P471788,Mini AHA/BHA Exfoliating Cleanser,Murad,17.0,Skincare,Mini Size,,0,4.49,10438,2602731319,5.0,,,2014-03-16,"I have been using this for years and am so happy i can now get it in a larger size. My skin always feels so much smoother, there’s no irritation and I love the lack of scent. Great great great product!",My favorite cleanser,,,combination,,2014,3,Sunday
P468351,Moisture Surge 100H Auto-Replenishing Hydrator Moisturizer,CLINIQUE,82.0,Skincare,Moisturizers,Moisturizers,0,4.252,38202,25107958249,5.0,1.0,,2021-02-05,I have always been a fan of Clinique products. This one was definitely a win for me. Very moisturizing and gives the skin just the perfect amount of hydration. It merged perfectly with the rest of my skin care routine. It’s perfect for combating winter dryness. I would definitely recommend this to a friend.,Love love love,rich,brown,combination,black,2021,2,Friday
P479318,10% Niacinamide Night Mask,Farmacy,44.0,Skincare,Masks,Face Masks,1,4.676,56372,5329210141,5.0,1.0,,2021-12-27,"I received this gifted by Farmacy Beauty for review, opinions are my own and honest. I have been using this at night and wake up with nice smooth skin I am a big fan of niacinamide so I was super excited to try this product and I am not disappointed! It does exactly what it says and alittle goes a long way with the product so I will definitely purchase this when I amDone with this one.",One of the best I’ve used,light,hazel,normal,brown,2021,12,Monday
P431848,Cold Plunge Pore Mask,OLEHENRIKSEN,41.0,Skincare,Masks,Face Masks,1,4.534,102859,8107906122,5.0,1.0,1.0,2020-05-06,cant believe how fast this works! I seen instant dramatic results! definitely has become a staple!,love it!,lightMedium,brown,dry,brown,2020,5,Wednesday
P449175,Aqua Bomb Hydrating Toner,belif,30.0,Skincare,Cleansers,Toners,0,4.361,24132,5940461803,5.0,1.0,,2020-05-22,"I enjoy how this product smells, it a very clean scent to it. I don’t use toner very often however when I do they usually burn my face. This product did not burn my face and it was very pleasant.",Thumbs up!,fairLight,blue,combination,red,2020,5,Friday
P393718,Luna Sleeping Retinoid Night Oil,Sunday Riley,105.0,Skincare,Moisturizers,Face Oils,0,4.083,174483,5988041256,4.0,,,2017-02-16,"I love this oil, i used it as a night serum and i would always wake up feeling hydrated. I have very dry skin so normally creams and serums leave me dry by morning time. Its pretty pricy and i think you can get the same effect with cheaper products but if you’re feeling fancy and have it in your budget, this oil does what it says it will do.",Very Moisturizing,,,,,2017,2,Thursday
P270594,Vitamin Enriched Face Base Priming Moisturizer,Bobbi Brown,66.0,Skincare,Moisturizers,Moisturizers,0,4.606,171118,2281793882,4.0,1.0,,2021-12-23,"The Face Base is such an iconic product. This priming moisturizer is so moisturizing that I would definitely see this being ideal for people with a drier skin type. When I had oily skin a few years back, I felt like this was a little too heavy for my skin. I now have combination skin and I love it. A little goes a long way, so I’d start with a pea-sized amount. It gives the slightest tacky feeling, which helps the makeup to adhere, but it’s nothing obnoxious or uncomfortable. This is definitely a pricey product, but I think it’s such a nice product.",,light,brown,oily,brown,2021,12,Thursday
P471546,Mini Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,21.0,Skincare,Mini Size,,1,4.017,74947,8429329156,5.0,1.0,,2021-03-10,I love that I dont need to wear foundation when I wear this. It just makes my skin look even and moisturized.,,light,brown,combination,brown,2021,3,Wednesday
P427416,Caffeine 5% + EGCG Depuffing Eye Serum,The Ordinary,8.9,Skincare,Treatments,Face Serums,0,3.772,281928,7565972791,1.0,0.0,,2019-05-04,"I saw zero improvement in my dark circles. I wouldn’t buy this again. it doesn’t even feel good on my skin. doesn’t work at all and I’ve been using it since February consistently, night and morning.",Doesn't work,lightMedium,brown,combination,brown,2019,5,Saturday
P232915,ExfoliKate Intensive Pore Exfoliating Treatment,Kate Somerville,98.0,Skincare,Cleansers,Exfoliators,0,4.438,75332,1205477406,4.0,,1.0,2012-05-27,"I have supersensitive skin and this product burned my face like you would not believe! It worsened my broken capillaries, broke out my face, and my face is so burned and red that even two layers of green redness corrector and two coats of foundation can not cover it up. The burns are VERY painful, and I’m hoping they go away soon (been 4 hours now).This is totally my fault for ignoring the directions that say to use the Gentle version if you have very sensitive skin. But, Sephora had given me a sample of the product so thought I’d give it a try. Big mistake!That said, my skin is super soft and completely smooth, (other than the burned areas and all the break outs). I have a feeling this is probably an excellent product if you don’t have sensitive skin. But if you, don’t try it! Trust me!",Do NOT use if you have sensitive skin!,,,dry,,2012,5,Sunday
P270594,Vitamin Enriched Face Base Priming Moisturizer,Bobbi Brown,66.0,Skincare,Moisturizers,Moisturizers,0,4.606,171118,6111836658,5.0,1.0,1.0,2023-01-07,"I often find that my products can pill when I layer on too much, so I’m glad to have discovered this product. It’s a nice double duty primary/moisturizer, but in the winter months I prefer to still layer a thin gel moisturizer underneath. The fragrance is definitely present but it isn’t too intense either.",Double duty product,light,brown,combination,,2023,1,Saturday
P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0,Skincare,Mini Size,,0,4.212,121678,12265820926,4.0,1.0,0.67,2021-03-13,"I’ve used more than half the bottle now & will repurchase. It is a very gentle face wash w/ a very “clean” smell if that makes sense, I don’t have much acne concerns besides mascne unfortunately. All I use it for is to have a clean face to apply rest of skin care. If you are looking for a face wash that targets more things like acne I would recommend a diff. Face wash w/ chemicals that target that-I use the inkey list salicylic aid as well (which is why I’m giving 4 stars) but if it’s just a gentle cleanser this is perfect. I have combination skin.",,light,brown,combination,black,2021,3,Saturday
P381020,Vinoclean Cleansing Micellar Water,Caudalie,30.0,Skincare,Cleansers,Face Wash & Cleansers,0,4.009,41456,7505184,5.0,,,2013-12-01,"I got a sample of this and fell in love. I realized I should be toning more than I was after seeing how much bb cream is left on my skin after I wash. Great scent, paraben free, really works...and gentle!",,,,normal,,2013,12,Sunday
P394624,The True Cream Moisturizing Bomb,belif,38.0,Skincare,Moisturizers,Moisturizers,0,4.563,151868,1334991240,4.0,1.0,,2020-12-06,"Liking this cream so far! I’m oily, but with dry patches in winter, and always need to up my moisturizer in the colder months. This one is feeling nice so far! Not too many breakouts at the moment, as often happens with a new product. No heavy scent and keeps my skin feeling nice and moisturized. Recieved complimentary for testing purposes, but interested in trying more from belif!",I like it!,light,,oily,brown,2020,12,Sunday
P385253,Dr. Andrew Weil For Origins Mega-Bright SPF 30 Skin Tone Correcting Oil-Free Moisturizer,Origins,63.0,Skincare,Moisturizers,Moisturizers,0,4.097,18986,2174903676,4.0,1.0,0.8,2020-10-14,"I’ve only had the chance to use this moisturizer in the last few months and it’s been great! The consistency feels great on my skin and I like how it reduces the redness in my face. The SPF is a nice addition, although I would always recommend using an additional sunscreen for more protection. The fragrance is lovely and not too overpowering, but likely unsuitable for those who dislike fragrance in their products. Sad to see that it hasn’t been in stock since I’ve bought it, so it looks like I’ll be trying a different moisturizer for now.",,light,brown,combination,brown,2020,10,Wednesday
P417980,City Skin Age Defense Broad Spectrum SPF 50 PA++++,Murad,69.0,Skincare,Sunscreen,Face Sunscreen,0,4.322,26245,5562552779,4.0,1.0,,2019-03-07,"Great sunscreen- thin and fluidy texture with very nice tint in itGoes well under makeup, doesn’t stay stickyLeaves skin quite matte, think people with oily skin would love it more. (I’m combination and I prefer dewy finish)It took me a while to find a sunscreen I like and I’m glad I found this, but I’ll keep hunting for a cheaper alternative.",Too expensive,medium,brown,normal,brown,2019,3,Thursday
P461667,Mini GO OFF Makeup Dissolving Mist,ONE/SIZE by Patrick Starrr,18.0,Skincare,Mini Size,,1,4.168,9362,1819475690,5.0,1.0,0.93,2020-07-25,I love this stuff! I think the delivery system is better than a balm. Melted my makeup off even before I started massaging my skin to break it up. Will definitely repurchase as long as continued use doesn’t break me out.,not a setting spray,fair,brown,combination,brown,2020,7,Saturday
